order_id,status,duration_seconds,timestamp
14ceb0ce-1596-4a9f-b649-334c2fb0488a,COMPLETED,3.29743,1771034415
5e2e85c3-82bd-43c1-8091-aff486a46cba,COMPLETED,7.54962,1771034891
RESTOCK_fb927eb3,COMPLETED,2.01774,1771035775
RESTOCK_68a1565d,COMPLETED,2.01533,1771036211
RESTOCK_d90721fc,COMPLETED,2.02525,1771036908
511534f6-6ea4-4eac-9bc9-20ed605f6563,COMPLETED,5.03696,1771037221
