order_id,status,duration_seconds,timestamp
71f43087-1079-4bd3-8796-107ce279e7a5,COMPLETED,7.10396,1770956916
ee1fd55f-1491-4c95-aba9-7a53054acd4f,COMPLETED,7.72858,1770957283
121953a0-2610-4a6e-a524-fcfa6b4cdd7b,COMPLETED,7.36259,1770957318
8940b624-5b6c-45f2-b6e0-0a9fd7ec48a7,COMPLETED,6.88381,1770957366
